table_catalog,table_schema,table_name,column_name,data_type,is_nullable
angad_kumar91,fhir_healthcare_analytics_silver,condition,onset_time,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,condition,recorded_date,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,condition,source_file,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,condition,ingest_time,TIMESTAMP,YES
angad_kumar91,fhir_healthcare_analytics_silver,diagnostic_report,diagnostic_report_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,diagnostic_report,patient_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,diagnostic_report,encounter_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,diagnostic_report,report_name,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,diagnostic_report,status,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,diagnostic_report,report_time,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,diagnostic_report,source_file,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,diagnostic_report,ingest_time,TIMESTAMP,YES
angad_kumar91,fhir_healthcare_analytics_silver,encounter,encounter_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,encounter,patient_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,encounter,admit_time,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,encounter,discharge_time,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,encounter,status,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,encounter,encounter_type,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,encounter,source_file,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,encounter,ingest_time,TIMESTAMP,YES
angad_kumar91,fhir_healthcare_analytics_silver,explanation_of_benefit,eob_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,explanation_of_benefit,patient_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,explanation_of_benefit,encounter_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,explanation_of_benefit,claim_type,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,explanation_of_benefit,total_amount,DOUBLE,YES
angad_kumar91,fhir_healthcare_analytics_silver,explanation_of_benefit,claim_status,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,explanation_of_benefit,source_file,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,explanation_of_benefit,ingest_time,TIMESTAMP,YES
angad_kumar91,fhir_healthcare_analytics_silver,immunization,immunization_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,immunization,patient_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,immunization,encounter_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,immunization,vaccine_name,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,immunization,status,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,immunization,vaccination_date,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,immunization,source_file,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,immunization,ingest_time,TIMESTAMP,YES
angad_kumar91,fhir_healthcare_analytics_silver,medication_request,medication_request_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,medication_request,patient_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,medication_request,encounter_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,medication_request,medication_name,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,medication_request,status,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,medication_request,prescribed_date,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,medication_request,source_file,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,medication_request,ingest_time,TIMESTAMP,YES
angad_kumar91,fhir_healthcare_analytics_silver,observation,observation_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,observation,patient_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,observation,encounter_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,observation,observation_code_raw,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,observation,value,DOUBLE,YES
angad_kumar91,fhir_healthcare_analytics_silver,observation,unit,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,observation,observation_time,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,observation,source_file,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,observation,ingest_time,TIMESTAMP,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,patient_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,gender,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,birth_date,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,deceased_datetime,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,marital_status,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,city,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,state,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,country,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,postal_code,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,preferred_language,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,language_code,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,phone_number,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,source_file,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,patient,ingest_time,TIMESTAMP,YES
angad_kumar91,fhir_healthcare_analytics_silver,procedure,procedure_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,procedure,patient_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,procedure,encounter_id,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,procedure,procedure_name,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,procedure,procedure_status,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,procedure,performed_time,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,procedure,source_file,STRING,YES
angad_kumar91,fhir_healthcare_analytics_silver,procedure,ingest_time,TIMESTAMP,YES
angad_kumar91,information_schema,catalog_privileges,grantor,STRING,NO
angad_kumar91,information_schema,catalog_privileges,grantee,STRING,NO
angad_kumar91,information_schema,catalog_privileges,catalog_name,STRING,NO
angad_kumar91,information_schema,catalog_privileges,privilege_type,STRING,NO
angad_kumar91,information_schema,catalog_privileges,is_grantable,STRING,NO
angad_kumar91,information_schema,catalog_privileges,inherited_from,STRING,NO
angad_kumar91,information_schema,catalog_tags,catalog_name,STRING,NO
angad_kumar91,information_schema,catalog_tags,tag_name,STRING,NO
angad_kumar91,information_schema,catalog_tags,tag_value,STRING,NO
angad_kumar91,information_schema,catalogs,catalog_name,STRING,NO
angad_kumar91,information_schema,catalogs,catalog_owner,STRING,NO
angad_kumar91,information_schema,catalogs,comment,STRING,YES
angad_kumar91,information_schema,catalogs,created,TIMESTAMP,NO
angad_kumar91,information_schema,catalogs,created_by,STRING,NO
angad_kumar91,information_schema,catalogs,last_altered,TIMESTAMP,NO
angad_kumar91,information_schema,catalogs,last_altered_by,STRING,NO
angad_kumar91,information_schema,catalogs,url,STRING,YES
angad_kumar91,information_schema,catalogs,custom_max_retention_hours,LONG,YES
angad_kumar91,information_schema,check_constraints,constraint_catalog,STRING,NO
angad_kumar91,information_schema,check_constraints,constraint_schema,STRING,NO
angad_kumar91,information_schema,check_constraints,constraint_name,STRING,NO
angad_kumar91,information_schema,check_constraints,check_clause,STRING,NO
angad_kumar91,information_schema,check_constraints,sql_path,STRING,YES
angad_kumar91,information_schema,check_constraints,comment,STRING,YES
angad_kumar91,information_schema,column_masks,table_catalog,STRING,NO
angad_kumar91,information_schema,column_masks,table_schema,STRING,NO
angad_kumar91,information_schema,column_masks,table_name,STRING,NO
angad_kumar91,information_schema,column_masks,column_name,STRING,NO
angad_kumar91,information_schema,column_masks,mask_name,STRING,YES
angad_kumar91,information_schema,column_masks,using_columns,STRING,YES
angad_kumar91,information_schema,column_tags,catalog_name,STRING,NO
angad_kumar91,information_schema,column_tags,schema_name,STRING,NO
angad_kumar91,information_schema,column_tags,table_name,STRING,NO
angad_kumar91,information_schema,column_tags,column_name,STRING,NO
angad_kumar91,information_schema,column_tags,tag_name,STRING,NO
angad_kumar91,information_schema,column_tags,tag_value,STRING,NO
angad_kumar91,information_schema,columns,table_catalog,STRING,NO
angad_kumar91,information_schema,columns,table_schema,STRING,NO
angad_kumar91,information_schema,columns,table_name,STRING,NO
angad_kumar91,information_schema,columns,column_name,STRING,NO
angad_kumar91,information_schema,columns,ordinal_position,INT,NO
angad_kumar91,information_schema,columns,column_default,STRING,YES
angad_kumar91,information_schema,columns,is_nullable,STRING,NO
angad_kumar91,information_schema,columns,full_data_type,STRING,NO
angad_kumar91,information_schema,columns,data_type,STRING,NO
angad_kumar91,information_schema,columns,character_maximum_length,LONG,YES
angad_kumar91,information_schema,columns,character_octet_length,LONG,YES
angad_kumar91,information_schema,columns,numeric_precision,INT,YES
angad_kumar91,information_schema,columns,numeric_precision_radix,INT,YES
angad_kumar91,information_schema,columns,numeric_scale,INT,YES
angad_kumar91,information_schema,columns,datetime_precision,INT,YES
angad_kumar91,information_schema,columns,interval_type,STRING,YES
angad_kumar91,information_schema,columns,interval_precision,INT,YES
angad_kumar91,information_schema,columns,maximum_cardinality,LONG,YES
angad_kumar91,information_schema,columns,is_identity,STRING,NO
angad_kumar91,information_schema,columns,identity_generation,STRING,YES
angad_kumar91,information_schema,columns,identity_start,STRING,YES
angad_kumar91,information_schema,columns,identity_increment,STRING,YES
angad_kumar91,information_schema,columns,identity_maximum,STRING,YES
angad_kumar91,information_schema,columns,identity_minimum,STRING,YES
angad_kumar91,information_schema,columns,identity_cycle,STRING,YES
angad_kumar91,information_schema,columns,is_generated,STRING,NO
angad_kumar91,information_schema,columns,generation_expression,STRING,YES
angad_kumar91,information_schema,columns,is_system_time_period_start,STRING,NO
angad_kumar91,information_schema,columns,is_system_time_period_end,STRING,NO
angad_kumar91,information_schema,columns,system_time_period_timestamp_generation,STRING,YES
angad_kumar91,information_schema,columns,is_updatable,STRING,NO
angad_kumar91,information_schema,columns,partition_index,INT,YES
angad_kumar91,information_schema,columns,comment,STRING,YES
angad_kumar91,information_schema,columns,collation_catalog,STRING,YES
angad_kumar91,information_schema,columns,collation_schema,STRING,YES
angad_kumar91,information_schema,columns,collation_name,STRING,YES
angad_kumar91,information_schema,constraint_column_usage,table_catalog,STRING,NO
angad_kumar91,information_schema,constraint_column_usage,table_schema,STRING,NO
angad_kumar91,information_schema,constraint_column_usage,table_name,STRING,NO
angad_kumar91,information_schema,constraint_column_usage,column_name,STRING,NO
angad_kumar91,information_schema,constraint_column_usage,constraint_catalog,STRING,NO
angad_kumar91,information_schema,constraint_column_usage,constraint_schema,STRING,NO
angad_kumar91,information_schema,constraint_column_usage,constraint_name,STRING,NO
angad_kumar91,information_schema,constraint_table_usage,table_catalog,STRING,NO
angad_kumar91,information_schema,constraint_table_usage,table_schema,STRING,NO
angad_kumar91,information_schema,constraint_table_usage,table_name,STRING,NO
angad_kumar91,information_schema,constraint_table_usage,constraint_catalog,STRING,NO
angad_kumar91,information_schema,constraint_table_usage,constraint_schema,STRING,NO
angad_kumar91,information_schema,constraint_table_usage,constraint_name,STRING,NO
angad_kumar91,information_schema,information_schema_catalog_name,catalog_name,STRING,NO
angad_kumar91,information_schema,key_column_usage,constraint_catalog,STRING,NO
angad_kumar91,information_schema,key_column_usage,constraint_schema,STRING,NO
angad_kumar91,information_schema,key_column_usage,constraint_name,STRING,NO
angad_kumar91,information_schema,key_column_usage,table_catalog,STRING,NO
angad_kumar91,information_schema,key_column_usage,table_schema,STRING,NO
angad_kumar91,information_schema,key_column_usage,table_name,STRING,NO
angad_kumar91,information_schema,key_column_usage,column_name,STRING,NO
angad_kumar91,information_schema,key_column_usage,ordinal_position,INT,NO
angad_kumar91,information_schema,key_column_usage,position_in_unique_constraint,INT,YES
angad_kumar91,information_schema,parameters,specific_catalog,STRING,NO
angad_kumar91,information_schema,parameters,specific_schema,STRING,NO
angad_kumar91,information_schema,parameters,specific_name,STRING,NO
angad_kumar91,information_schema,parameters,ordinal_position,INT,NO
angad_kumar91,information_schema,parameters,parameter_mode,STRING,NO
angad_kumar91,information_schema,parameters,is_result,STRING,NO
angad_kumar91,information_schema,parameters,as_locator,STRING,NO
angad_kumar91,information_schema,parameters,parameter_name,STRING,YES
angad_kumar91,information_schema,parameters,data_type,STRING,NO
angad_kumar91,information_schema,parameters,full_data_type,STRING,NO
angad_kumar91,information_schema,parameters,character_maximum_length,LONG,YES
angad_kumar91,information_schema,parameters,character_octet_length,LONG,YES
angad_kumar91,information_schema,parameters,numeric_precision,INT,YES
angad_kumar91,information_schema,parameters,numeric_precision_radix,INT,YES
angad_kumar91,information_schema,parameters,numeric_scale,INT,YES
angad_kumar91,information_schema,parameters,datetime_precision,INT,YES
angad_kumar91,information_schema,parameters,interval_type,STRING,YES
angad_kumar91,information_schema,parameters,interval_precision,INT,YES
angad_kumar91,information_schema,parameters,maximum_cardinality,LONG,YES
angad_kumar91,information_schema,parameters,parameter_default,STRING,YES
angad_kumar91,information_schema,parameters,comment,STRING,YES
angad_kumar91,information_schema,parameters,collation_catalog,STRING,YES
angad_kumar91,information_schema,parameters,collation_schema,STRING,YES
angad_kumar91,information_schema,parameters,collation_name,STRING,YES
angad_kumar91,information_schema,referential_constraints,constraint_catalog,STRING,NO
angad_kumar91,information_schema,referential_constraints,constraint_schema,STRING,NO
angad_kumar91,information_schema,referential_constraints,constraint_name,STRING,NO
angad_kumar91,information_schema,referential_constraints,unique_constraint_catalog,STRING,NO
angad_kumar91,information_schema,referential_constraints,unique_constraint_schema,STRING,NO
angad_kumar91,information_schema,referential_constraints,unique_constraint_name,STRING,NO
angad_kumar91,information_schema,referential_constraints,match_option,STRING,NO
angad_kumar91,information_schema,referential_constraints,update_rule,STRING,NO
angad_kumar91,information_schema,referential_constraints,delete_rule,STRING,NO
angad_kumar91,information_schema,routine_columns,specific_catalog,STRING,NO
angad_kumar91,information_schema,routine_columns,specific_schema,STRING,NO
angad_kumar91,information_schema,routine_columns,specific_name,STRING,NO
angad_kumar91,information_schema,routine_columns,ordinal_position,INT,NO
angad_kumar91,information_schema,routine_columns,column_name,STRING,NO
angad_kumar91,information_schema,routine_columns,data_type,STRING,NO
angad_kumar91,information_schema,routine_columns,full_data_type,STRING,NO
angad_kumar91,information_schema,routine_columns,character_maximum_length,LONG,YES
angad_kumar91,information_schema,routine_columns,character_octet_length,LONG,YES
angad_kumar91,information_schema,routine_columns,numeric_precision,INT,YES
angad_kumar91,information_schema,routine_columns,numeric_precision_radix,INT,YES
angad_kumar91,information_schema,routine_columns,numeric_scale,INT,YES
angad_kumar91,information_schema,routine_columns,datetime_precision,INT,YES
angad_kumar91,information_schema,routine_columns,interval_type,STRING,YES
angad_kumar91,information_schema,routine_columns,interval_precision,INT,YES
angad_kumar91,information_schema,routine_columns,maximum_cardinality,LONG,YES
angad_kumar91,information_schema,routine_columns,comment,STRING,YES
angad_kumar91,information_schema,routine_columns,collation_catalog,STRING,YES
angad_kumar91,information_schema,routine_columns,collation_schema,STRING,YES
angad_kumar91,information_schema,routine_columns,collation_name,STRING,YES
angad_kumar91,information_schema,routine_privileges,grantor,STRING,NO
angad_kumar91,information_schema,routine_privileges,grantee,STRING,NO
angad_kumar91,information_schema,routine_privileges,specific_catalog,STRING,NO
angad_kumar91,information_schema,routine_privileges,specific_schema,STRING,NO
angad_kumar91,information_schema,routine_privileges,specific_name,STRING,NO
angad_kumar91,information_schema,routine_privileges,routine_catalog,STRING,NO
angad_kumar91,information_schema,routine_privileges,routine_schema,STRING,NO
angad_kumar91,information_schema,routine_privileges,routine_name,STRING,NO
angad_kumar91,information_schema,routine_privileges,privilege_type,STRING,NO
angad_kumar91,information_schema,routine_privileges,is_grantable,STRING,NO
angad_kumar91,information_schema,routine_privileges,inherited_from,STRING,NO
angad_kumar91,information_schema,routines,specific_catalog,STRING,NO
angad_kumar91,information_schema,routines,specific_schema,STRING,NO
angad_kumar91,information_schema,routines,specific_name,STRING,NO
angad_kumar91,information_schema,routines,routine_catalog,STRING,NO
angad_kumar91,information_schema,routines,routine_schema,STRING,NO
angad_kumar91,information_schema,routines,routine_name,STRING,NO
angad_kumar91,information_schema,routines,routine_owner,STRING,NO
angad_kumar91,information_schema,routines,routine_type,STRING,NO
angad_kumar91,information_schema,routines,data_type,STRING,NO
angad_kumar91,information_schema,routines,full_data_type,STRING,NO
angad_kumar91,information_schema,routines,character_maximum_length,LONG,YES
angad_kumar91,information_schema,routines,character_octet_length,LONG,YES
angad_kumar91,information_schema,routines,numeric_precision,INT,YES
angad_kumar91,information_schema,routines,numeric_precision_radix,INT,YES
angad_kumar91,information_schema,routines,numeric_scale,INT,YES
angad_kumar91,information_schema,routines,datetime_precision,INT,YES
angad_kumar91,information_schema,routines,interval_type,STRING,YES
angad_kumar91,information_schema,routines,interval_precision,INT,YES
angad_kumar91,information_schema,routines,maximum_cardinality,LONG,YES
angad_kumar91,information_schema,routines,routine_body,STRING,NO
angad_kumar91,information_schema,routines,routine_definition,STRING,YES
angad_kumar91,information_schema,routines,external_name,STRING,YES
angad_kumar91,information_schema,routines,external_language,STRING,YES
angad_kumar91,information_schema,routines,parameter_style,STRING,NO
angad_kumar91,information_schema,routines,is_deterministic,STRING,NO
angad_kumar91,information_schema,routines,sql_data_access,STRING,NO
angad_kumar91,information_schema,routines,is_null_call,STRING,NO
angad_kumar91,information_schema,routines,security_type,STRING,NO
angad_kumar91,information_schema,routines,sql_path,STRING,YES
angad_kumar91,information_schema,routines,comment,STRING,YES
angad_kumar91,information_schema,routines,collation_catalog,STRING,NO
angad_kumar91,information_schema,routines,collation_schema,STRING,NO
angad_kumar91,information_schema,routines,collation_name,STRING,NO
angad_kumar91,information_schema,routines,created,TIMESTAMP,NO
angad_kumar91,information_schema,routines,created_by,STRING,NO
angad_kumar91,information_schema,routines,last_altered,TIMESTAMP,NO
angad_kumar91,information_schema,routines,last_altered_by,STRING,NO
angad_kumar91,information_schema,row_filters,table_catalog,STRING,NO
angad_kumar91,information_schema,row_filters,table_schema,STRING,NO
angad_kumar91,information_schema,row_filters,table_name,STRING,NO
angad_kumar91,information_schema,row_filters,filter_name,STRING,YES
angad_kumar91,information_schema,row_filters,target_columns,STRING,YES
angad_kumar91,information_schema,schema_privileges,grantor,STRING,NO
angad_kumar91,information_schema,schema_privileges,grantee,STRING,NO
angad_kumar91,information_schema,schema_privileges,catalog_name,STRING,NO
angad_kumar91,information_schema,schema_privileges,schema_name,STRING,NO
angad_kumar91,information_schema,schema_privileges,privilege_type,STRING,NO
angad_kumar91,information_schema,schema_privileges,is_grantable,STRING,NO
angad_kumar91,information_schema,schema_privileges,inherited_from,STRING,NO
angad_kumar91,information_schema,schema_tags,catalog_name,STRING,NO
angad_kumar91,information_schema,schema_tags,schema_name,STRING,NO
angad_kumar91,information_schema,schema_tags,tag_name,STRING,NO
angad_kumar91,information_schema,schema_tags,tag_value,STRING,NO
angad_kumar91,information_schema,schemata,catalog_name,STRING,NO
angad_kumar91,information_schema,schemata,schema_name,STRING,NO
angad_kumar91,information_schema,schemata,schema_owner,STRING,NO
angad_kumar91,information_schema,schemata,comment,STRING,YES
angad_kumar91,information_schema,schemata,created,TIMESTAMP,NO
angad_kumar91,information_schema,schemata,created_by,STRING,NO
angad_kumar91,information_schema,schemata,last_altered,TIMESTAMP,NO
angad_kumar91,information_schema,schemata,last_altered_by,STRING,NO
angad_kumar91,information_schema,schemata,url,STRING,YES
angad_kumar91,information_schema,schemata,custom_max_retention_hours,LONG,YES
angad_kumar91,information_schema,table_constraints,constraint_catalog,STRING,NO
angad_kumar91,information_schema,table_constraints,constraint_schema,STRING,NO
angad_kumar91,information_schema,table_constraints,constraint_name,STRING,NO
angad_kumar91,information_schema,table_constraints,table_catalog,STRING,NO
angad_kumar91,information_schema,table_constraints,table_schema,STRING,NO
angad_kumar91,information_schema,table_constraints,table_name,STRING,NO
angad_kumar91,information_schema,table_constraints,constraint_type,STRING,NO
angad_kumar91,information_schema,table_constraints,is_deferrable,STRING,NO
angad_kumar91,information_schema,table_constraints,initially_deferred,STRING,NO
angad_kumar91,information_schema,table_constraints,enforced,STRING,NO
angad_kumar91,information_schema,table_privileges,grantor,STRING,NO
angad_kumar91,information_schema,table_privileges,grantee,STRING,NO
angad_kumar91,information_schema,table_privileges,table_catalog,STRING,NO
angad_kumar91,information_schema,table_privileges,table_schema,STRING,NO
angad_kumar91,information_schema,table_privileges,table_name,STRING,NO
angad_kumar91,information_schema,table_privileges,privilege_type,STRING,NO
angad_kumar91,information_schema,table_privileges,is_grantable,STRING,NO
angad_kumar91,information_schema,table_privileges,inherited_from,STRING,NO
angad_kumar91,information_schema,table_tags,catalog_name,STRING,NO
angad_kumar91,information_schema,table_tags,schema_name,STRING,NO
angad_kumar91,information_schema,table_tags,table_name,STRING,NO
angad_kumar91,information_schema,table_tags,tag_name,STRING,NO
angad_kumar91,information_schema,table_tags,tag_value,STRING,NO
angad_kumar91,information_schema,tables,table_catalog,STRING,NO
angad_kumar91,information_schema,tables,table_schema,STRING,NO
angad_kumar91,information_schema,tables,table_name,STRING,NO
angad_kumar91,information_schema,tables,table_type,STRING,NO
angad_kumar91,information_schema,tables,is_insertable_into,STRING,NO
angad_kumar91,information_schema,tables,commit_action,STRING,NO
angad_kumar91,information_schema,tables,table_owner,STRING,NO
angad_kumar91,information_schema,tables,comment,STRING,YES
angad_kumar91,information_schema,tables,created,TIMESTAMP,NO
angad_kumar91,information_schema,tables,created_by,STRING,NO
angad_kumar91,information_schema,tables,last_altered,TIMESTAMP,NO
angad_kumar91,information_schema,tables,last_altered_by,STRING,NO
angad_kumar91,information_schema,tables,data_source_format,STRING,NO
angad_kumar91,information_schema,tables,storage_sub_directory,STRING,YES
angad_kumar91,information_schema,tables,storage_path,STRING,YES
angad_kumar91,information_schema,views,table_catalog,STRING,NO
angad_kumar91,information_schema,views,table_schema,STRING,NO
angad_kumar91,information_schema,views,table_name,STRING,NO
angad_kumar91,information_schema,views,view_definition,STRING,YES
angad_kumar91,information_schema,views,check_option,STRING,NO
angad_kumar91,information_schema,views,is_updatable,STRING,NO
angad_kumar91,information_schema,views,is_insertable_into,STRING,NO
angad_kumar91,information_schema,views,sql_path,STRING,YES
angad_kumar91,information_schema,views,is_materialized,STRING,YES
angad_kumar91,information_schema,volume_privileges,grantor,STRING,NO
angad_kumar91,information_schema,volume_privileges,grantee,STRING,NO
angad_kumar91,information_schema,volume_privileges,volume_catalog,STRING,NO
angad_kumar91,information_schema,volume_privileges,volume_schema,STRING,NO
